CodigoFamilia,TipoDocumento,RangoEdad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Discapacidad,Estrato,Genero,EstadoBeneficiario,Logro17,PE35,HE20
HID51061281,CC,30-49,CUNDINAMARCA,VILLETA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID89856289,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID82212901,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID45047802,CC,18-29,CUNDINAMARCA,LA PEÑA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID63691823,CC,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID13903863,CC,30-49,CUNDINAMARCA,CHOACHI,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID90220260,RC,06-17,CUNDINAMARCA,GUAYABAL DE SIQUIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID78251715,CC,30-49,CUNDINAMARCA,SIMIJACA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID25415625,RC,06-17,CUNDINAMARCA,SUESCA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID85179745,CC,30-49,CUNDINAMARCA,SIMIJACA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35270873,CC,30-49,CUNDINAMARCA,LENGUAZAQUE,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID36809222,CC,18-29,CUNDINAMARCA,VERGARA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID41872754,CC,>65,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID48053612,CC,30-49,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID79670321,CC,>65,CUNDINAMARCA,GIRARDOT,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID26729136,CC,30-49,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID83496083,CC,50-65,CUNDINAMARCA,SOACHA,ND,99,Hombre,ACTIVO,ALCANZADO,No,Si
HID21733779,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID70292459,TI,18-29,CUNDINAMARCA,FACATATIVA,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID45527018,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35649200,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID89262862,TI,18-29,CUNDINAMARCA,VIANI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID24727229,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID72047620,CC,18-29,CUNDINAMARCA,GUADUAS,ND,1,Mujer,ACTIVO,ALCANZADO,No,No
HID50782546,CC,18-29,CUNDINAMARCA,SIMIJACA,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID52151520,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID82025518,RC,06-17,CUNDINAMARCA,ANOLAIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID45061881,CC,30-49,CUNDINAMARCA,FACATATIVA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID17788634,TI,18-29,CUNDINAMARCA,UTICA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID12348983,CC,50-65,CUNDINAMARCA,QUETAME,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID53668184,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID31647124,CC,50-65,CUNDINAMARCA,TOCAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID74018674,CC,50-65,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID59146380,CC,30-49,CUNDINAMARCA,ALBAN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID55088679,TI,06-17,CUNDINAMARCA,GUASCA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID91061766,CC,>65,CUNDINAMARCA,GACHALA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID24778431,CC,50-65,CUNDINAMARCA,JUNIN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID29472060,TI,18-29,CUNDINAMARCA,UBAQUE,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID56109561,CC,30-49,CUNDINAMARCA,JERUSALEN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID92983539,TI,18-29,CUNDINAMARCA,VILLAPINZON,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID95041588,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID45426606,CC,>65,CUNDINAMARCA,SOACHA,ND,1,Mujer,ACTIVO,POR ALCANZAR,No,No
HID70474334,TI,06-17,CUNDINAMARCA,FUSAGASUGA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID58496864,CC,30-49,CUNDINAMARCA,LA VEGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID55566444,CC,50-65,CUNDINAMARCA,EL COLEGIO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID32172152,CC,50-65,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID46736493,TI,06-17,CUNDINAMARCA,PASCA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID77985690,CC,50-65,CUNDINAMARCA,ZIPAQUIRA,NO,0,Mujer,NO ACTIVO,ALCANZADO,No,No
HID18004950,CC,50-65,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID95442991,CC,30-49,CUNDINAMARCA,TENJO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID46001770,TI,18-29,CUNDINAMARCA,CHIA,NO,99,Hombre,ACTIVO,ALCANZADO,No,No
HID34864368,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID33154547,CC,30-49,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35781415,TI,06-17,CUNDINAMARCA,SOACHA,ND,99,Hombre,ACTIVO,NO APLICA,No,No
HID30504879,TI,18-29,CUNDINAMARCA,SUPATA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID13941898,CC,30-49,CUNDINAMARCA,SOACHA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID55674205,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID27449640,TI,18-29,CUNDINAMARCA,COGUA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID33796286,CC,>65,CUNDINAMARCA,PAIME,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID44553951,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID27430467,TI,18-29,CUNDINAMARCA,RICAURTE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID85731969,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID95177227,CC,30-49,CUNDINAMARCA,SOACHA,ND,0,Hombre,ACTIVO,ALCANZADO,No,No
HID85466781,CC,>65,CUNDINAMARCA,LA VEGA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID75356732,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID41660865,TI,18-29,CUNDINAMARCA,UBALA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID51738823,CC,30-49,CUNDINAMARCA,LA MESA,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID17270783,TI,18-29,CUNDINAMARCA,JUNIN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID89068815,TI,18-29,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID74611582,CC,50-65,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID66506694,RC,06-17,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID58046224,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID19279472,CC,>65,CUNDINAMARCA,UNE,SI,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID22101488,CC,50-65,CUNDINAMARCA,PACHO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID75354908,TI,18-29,CUNDINAMARCA,EL COLEGIO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID45659652,TI,06-17,CUNDINAMARCA,GACHETA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID99195008,CC,30-49,CUNDINAMARCA,NARIÑO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID23358974,CC,50-65,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID29130155,CC,30-49,CUNDINAMARCA,FACATATIVA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID14753793,CC,30-49,CUNDINAMARCA,PARATEBUENO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID15888939,CC,50-65,CUNDINAMARCA,GUASCA,ND,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID56640142,CC,30-49,CUNDINAMARCA,SAN FRANCISCO,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID15901388,CC,30-49,CUNDINAMARCA,GUATAQUI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID95799467,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID80543117,CC,50-65,CUNDINAMARCA,TENJO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID54196873,CC,30-49,CUNDINAMARCA,BOJACA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID23498979,CC,30-49,CUNDINAMARCA,MOSQUERA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID41268899,TI,06-17,CUNDINAMARCA,PAIME,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID52931665,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID71728647,TI,18-29,CUNDINAMARCA,CHOCONTA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID10324435,RC,06-17,CUNDINAMARCA,VENECIA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID17306337,CC,>65,CUNDINAMARCA,ALBAN,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID58771289,CC,>65,CUNDINAMARCA,LA CALERA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID90235775,CC,>65,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID99380307,TI,06-17,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID21002142,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID27098266,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID53388472,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID83123151,TI,18-29,CUNDINAMARCA,SUPATA,NO,1,Mujer,ACTIVO,NO APLICA,No,No
HID41223430,TI,06-17,CUNDINAMARCA,SILVANIA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID16029227,CC,18-29,CUNDINAMARCA,MADRID,NO,2,Hombre,NO ACTIVO,ALCANZADO,No,No
HID59737683,CC,30-49,CUNDINAMARCA,VIOTA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID64700601,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID43052898,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID37703638,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID70114320,TI,18-29,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID45040952,TI,18-29,CUNDINAMARCA,SAN BERNARDO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID86691801,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID85266112,TI,18-29,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID89308262,TI,18-29,CUNDINAMARCA,MANTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID37885481,CC,18-29,CUNDINAMARCA,SOACHA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID24582977,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID15583701,TI,18-29,CUNDINAMARCA,MACHETA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID45129773,CC,18-29,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID67323197,CC,30-49,CUNDINAMARCA,NILO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID77748713,CC,50-65,CUNDINAMARCA,GACHALA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID43859402,CC,50-65,CUNDINAMARCA,FACATATIVA,NO,1,Hombre,ACTIVO,ALCANZADO,Si,No
HID83814045,TI,18-29,CUNDINAMARCA,NIMAIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID65770855,CC,50-65,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID97236694,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID51994124,TI,18-29,CUNDINAMARCA,ZIPAQUIRA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID92472407,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID63606863,TI,18-29,CUNDINAMARCA,CUCUNUBA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID58552594,CC,50-65,CUNDINAMARCA,TOCAIMA,NO,1,Hombre,ACTIVO,POR ALCANZAR,No,No
HID90377294,TI,18-29,CUNDINAMARCA,CARMEN DE CARUPA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID46110541,CC,30-49,CUNDINAMARCA,TOCAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID95555605,TI,18-29,CUNDINAMARCA,AGUA DE DIOS,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID20246277,CC,>65,CUNDINAMARCA,CACHIPAY,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID63212771,TI,18-29,CUNDINAMARCA,CARMEN DE CARUPA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID81401663,TI,18-29,CUNDINAMARCA,EL COLEGIO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID29269084,TI,18-29,CUNDINAMARCA,QUETAME,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID70765593,TI,18-29,CUNDINAMARCA,VILLAPINZON,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID45813836,RC,06-17,CUNDINAMARCA,UTICA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID96031391,CC,>65,CUNDINAMARCA,SOACHA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID73825619,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID17221842,CC,30-49,CUNDINAMARCA,BELTRAN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID18471608,CC,50-65,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID47727172,CC,>65,CUNDINAMARCA,SAN CAYETANO,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID16114889,TI,18-29,CUNDINAMARCA,CABRERA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID32559834,CC,>65,CUNDINAMARCA,VILLAPINZON,NO,99,Mujer,ACTIVO,ALCANZADO,No,No
HID91694058,CC,50-65,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID95664055,TI,18-29,CUNDINAMARCA,PANDI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID15903662,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID62621249,CC,50-65,CUNDINAMARCA,PANDI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID80334342,TI,18-29,CUNDINAMARCA,TAUSA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID22997210,CC,30-49,CUNDINAMARCA,FACATATIVA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID50026545,CC,>65,CUNDINAMARCA,VENECIA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID68039830,CC,50-65,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID67247955,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID71617123,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID57240285,CC,>65,CUNDINAMARCA,SOACHA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID90114020,CC,50-65,CUNDINAMARCA,SAN BERNARDO,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID29774424,CC,>65,CUNDINAMARCA,PASCA,ND,2,Hombre,ACTIVO,ALCANZADO,No,No
HID24545694,CC,50-65,CUNDINAMARCA,NARIÑO,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID58497503,CC,30-49,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID40039009,CC,50-65,CUNDINAMARCA,FOMEQUE,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID16578659,CC,30-49,CUNDINAMARCA,VIANI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID89586475,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID95209786,CC,30-49,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID36809222,CC,18-29,CUNDINAMARCA,VERGARA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID37782313,RC,06-17,CUNDINAMARCA,SIMIJACA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID51941457,CC,30-49,CUNDINAMARCA,SAN BERNARDO,SI,1,Hombre,ACTIVO,ALCANZADO,Si,No
HID36229477,CC,18-29,CUNDINAMARCA,FACATATIVA,NO,1,Mujer,NO ACTIVO,POR ALCANZAR,No,No
HID88201897,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID28802142,CC,>65,CUNDINAMARCA,VILLAPINZON,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID69152327,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID85405078,TI,18-29,CUNDINAMARCA,AGUA DE DIOS,NO,0,Hombre,ACTIVO,NO APLICA,No,Si
HID79045276,TI,06-17,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID92586939,TI,06-17,CUNDINAMARCA,GUADUAS,NO,0,Hombre,ACTIVO,NO APLICA,No,Si
HID14032126,CC,>65,CUNDINAMARCA,SASAIMA,ND,1,Hombre,ACTIVO,POR ALCANZAR,No,No
HID72801017,CC,30-49,CUNDINAMARCA,SOACHA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID35045977,CC,50-65,CUNDINAMARCA,SOACHA,ND,99,Hombre,NO ACTIVO,ALCANZADO,No,No
HID29289529,TI,18-29,CUNDINAMARCA,PARATEBUENO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID22609455,TI,18-29,CUNDINAMARCA,UNE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID83090676,RC,06-17,CUNDINAMARCA,PASCA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID91122260,CC,18-29,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID48438529,CC,50-65,CUNDINAMARCA,SOACHA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID29025645,CC,50-65,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID93587622,CC,50-65,CUNDINAMARCA,QUEBRADANEGRA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID21119199,CC,18-29,CUNDINAMARCA,QUETAME,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID40038799,TI,06-17,CUNDINAMARCA,QUETAME,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID43584268,TI,18-29,CUNDINAMARCA,QUETAME,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID43584268,TI,18-29,CUNDINAMARCA,QUETAME,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID33722217,CC,18-29,CUNDINAMARCA,CHAGUANI,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID23051009,CC,50-65,CUNDINAMARCA,CARMEN DE CARUPA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID84941839,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID51764652,CC,50-65,CUNDINAMARCA,ANAPOIMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID33314000,TI,18-29,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID18791422,TI,18-29,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID85123323,CC,>65,CUNDINAMARCA,CABRERA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID32503443,CC,30-49,CUNDINAMARCA,PUERTO SALGAR,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID98591281,CC,50-65,CUNDINAMARCA,CABRERA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID16987066,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID69810079,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID67497987,CC,30-49,CUNDINAMARCA,ALBAN,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID55651967,TI,06-17,CUNDINAMARCA,VIANI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID28305905,TI,18-29,CUNDINAMARCA,LA MESA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID73837571,CC,30-49,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID91322834,TI,06-17,CUNDINAMARCA,FACATATIVA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID36877849,TI,18-29,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID72985064,CC,50-65,CUNDINAMARCA,PANDI,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID39108912,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID97980017,CC,>65,CUNDINAMARCA,ANOLAIMA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID33812396,TI,18-29,CUNDINAMARCA,GUACHETA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID98239483,CC,>65,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID91340772,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID78319146,CC,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID26365964,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID73930223,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID89367778,RC,06-17,CUNDINAMARCA,EL PEÑON,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID34605288,CC,>65,CUNDINAMARCA,SUPATA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID84387382,CC,30-49,CUNDINAMARCA,MEDINA,ND,2,Hombre,ACTIVO,ALCANZADO,No,No
HID13526395,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID80392921,TI,18-29,CUNDINAMARCA,ANOLAIMA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID60062056,TI,18-29,CUNDINAMARCA,PASCA,ND,99,Hombre,ACTIVO,NO APLICA,No,No
HID89149596,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID42009665,CC,50-65,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID45565282,CC,30-49,CUNDINAMARCA,PANDI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID22195037,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID55346442,CC,>65,CUNDINAMARCA,PAIME,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID22948981,RC,06-17,CUNDINAMARCA,JERUSALEN,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID45318290,CC,50-65,CUNDINAMARCA,VENECIA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID47867983,TI,06-17,CUNDINAMARCA,SAN BERNARDO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID61402813,CC,30-49,CUNDINAMARCA,SIBATE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID20529220,CC,>65,CUNDINAMARCA,FOSCA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID31401568,CC,30-49,CUNDINAMARCA,MADRID,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID31285137,CC,>65,CUNDINAMARCA,PULI,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID66825726,TI,18-29,CUNDINAMARCA,MOSQUERA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID93931220,CC,50-65,CUNDINAMARCA,COGUA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID15307124,TI,18-29,CUNDINAMARCA,PARATEBUENO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
